Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response
1964,0,2,1,1,2,7,24,0,27,8,30,10,2,3,0,3,3,0,0,0,0,0,0
1975,0,2,1,0,1,3,254,6,71,4,0,27,5,5,1,7,2,0,0,0,0,0,0
1971,4,3,1,0,0,9,620,54,239,99,98,119,2,9,7,10,3,0,1,0,0,1,1
1957,1,2,1,1,1,4,13,4,20,0,0,1,2,1,0,3,4,0,0,0,0,0,0
1951,2,1,1,0,0,1,113,61,204,34,26,47,2,7,1,7,3,0,0,0,0,0,0
1951,3,2,0,0,0,8,7,23,78,133,49,144,2,4,2,5,3,0,0,0,0,0,0
1970,0,3,0,1,0,4,16,2,18,2,1,5,1,1,0,3,3,0,0,0,0,0,0
1972,1,2,1,0,1,8,462,0,24,6,0,4,2,9,2,5,3,0,1,0,0,0,1
1969,4,2,1,1,1,8,22,2,10,6,4,34,2,1,2,2,1,0,0,0,0,0,0
1971,0,2,1,0,0,6,283,112,151,51,72,125,2,7,2,10,2,0,0,0,0,0,0
1956,0,2,0,0,0,1,1,2,5,6,0,3,1,1,0,2,3,0,0,0,0,0,0
1971,0,0,0,1,0,7,14,1,7,2,1,1,1,2,0,2,4,0,0,0,0,0,0
1973,4,2,1,1,0,1,30,5,24,6,3,8,2,2,0,4,2,0,0,0,0,0,0
1977,1,0,1,1,1,9,4,0,5,0,1,5,1,1,0,2,3,0,0,0,0,0,0
1963,1,0,1,1,1,2,52,0,9,0,0,1,2,1,0,4,1,0,0,0,0,0,0
1954,2,1,1,0,1,2,62,1,57,19,11,48,2,2,1,5,0,0,0,0,0,0,0
1978,1,1,0,1,0,9,20,2,14,3,0,10,1,2,0,2,4,0,0,0,0,0,0
1966,0,1,1,0,1,4,545,7,114,37,21,78,5,7,2,11,2,0,1,0,0,0,0
1978,0,0,0,1,1,0,6,5,4,13,4,25,4,2,1,3,2,0,0,0,0,0,0
1953,0,1,2,0,0,6,1111,24,790,160,45,172,0,5,8,5,0,0,1,1,1,0,1
1985,4,2,0,0,0,8,4,6,8,6,3,10,1,2,0,3,3,0,0,0,0,0,0
1970,0,3,1,1,1,4,183,5,65,3,5,49,5,5,2,4,4,0,0,0,0,0,0
1966,0,1,1,0,1,6,606,7,155,10,0,54,5,10,3,8,3,0,0,0,0,0,0
1976,0,1,1,1,1,7,266,6,51,8,6,64,6,7,1,5,3,0,0,0,0,0,0
1965,1,2,2,0,0,4,1142,29,249,38,29,14,1,5,5,12,0,0,1,1,0,0,0
1982,0,2,1,0,0,2,1074,0,69,0,0,46,1,10,4,13,2,1,0,1,1,1,1
1972,0,1,1,0,1,3,771,51,154,54,10,154,7,11,2,12,2,0,0,0,0,0,0
1960,1,2,1,0,1,5,371,32,189,0,58,6,2,5,4,10,1,0,0,0,0,0,0
1965,2,1,1,0,1,7,202,5,74,11,5,14,3,6,1,5,3,0,0,0,0,0,0
1989,4,2,1,1,0,7,35,40,111,36,40,12,3,3,1,7,1,0,0,0,0,0,0
1962,1,0,0,1,1,3,37,0,17,0,0,3,3,3,0,3,4,0,0,0,0,0,0
1965,0,1,1,0,1,8,171,45,73,59,10,90,4,3,2,8,1,0,0,0,0,0,0
1973,4,2,1,1,1,6,12,2,20,3,2,5,1,1,0,3,3,0,0,0,0,0,0
1972,0,2,1,1,1,5,44,4,21,6,0,27,2,3,0,3,3,0,0,0,0,0,0
1984,0,1,1,1,0,6,20,2,9,4,6,20,1,1,1,2,1,0,0,0,0,0,0
1960,2,2,2,0,0,1,779,86,537,34,69,138,1,5,9,12,1,0,0,0,0,0,0
1958,2,1,1,0,1,3,170,6,97,24,12,88,3,6,1,5,2,0,0,0,0,0,0
1968,0,1,2,0,1,3,491,48,231,112,105,134,2,5,7,12,0,0,0,1,0,0,0
1977,0,0,1,2,0,2,173,8,107,7,2,176,4,7,2,3,4,1,0,0,0,0,1
1974,3,2,0,1,0,0,7,10,13,16,0,4,2,3,0,3,3,0,0,0,0,0,0
1982,0,2,0,0,0,8,10,7,25,6,3,7,1,3,0,3,3,0,0,0,0,0,0
1975,1,2,1,1,0,5,97,4,44,6,1,18,1,3,1,4,2,0,0,0,0,0,0
1945,1,1,2,0,0,0,345,53,528,98,75,97,1,8,3,5,1,1,0,0,0,0,1
1979,0,2,0,1,0,8,6,5,17,3,24,46,2,2,2,2,3,0,0,0,0,0,0
1969,0,2,1,1,1,0,73,57,100,71,15,0,5,6,1,5,4,0,0,0,0,0,1
1962,0,2,2,0,1,0,711,36,217,172,96,168,3,7,4,7,1,0,1,0,1,0,0
1978,2,2,2,1,0,2,163,0,480,0,126,75,1,6,5,8,4,0,1,1,1,0,1
1975,0,2,1,0,1,5,82,33,54,71,30,41,2,5,2,4,2,0,0,0,0,0,0
1982,0,1,2,0,0,2,358,108,413,141,97,32,1,2,8,6,0,0,0,0,0,0,0
1983,2,2,0,0,0,1,66,2,40,4,3,14,1,3,1,3,2,0,0,0,0,0,0
1952,0,4,1,0,1,2,13,6,7,0,3,3,1,1,0,3,2,0,0,0,0,0,0
1982,0,0,1,1,0,3,139,13,78,20,13,36,3,7,1,3,4,0,0,0,0,0,1
1962,0,1,1,0,1,8,274,0,21,4,6,15,1,5,1,6,2,0,1,0,0,0,0
1977,2,2,1,0,1,0,262,6,61,0,10,102,3,5,2,6,2,0,0,0,0,0,0
1990,0,2,0,0,0,1,32,0,8,23,4,18,1,1,0,4,2,0,0,0,0,0,0
1982,3,0,0,1,0,5,2,4,2,0,11,5,1,1,0,2,4,0,0,0,0,0,0
1975,0,0,0,1,0,1,6,10,21,19,14,42,2,2,1,3,2,0,0,0,0,0,0
1959,4,2,0,0,1,2,6,7,4,3,4,6,1,1,0,3,2,0,0,0,0,0,0
1983,1,2,1,0,0,3,135,46,92,65,61,11,2,5,2,7,2,0,0,0,0,0,0
1976,0,1,1,0,1,1,641,7,84,0,30,38,3,10,4,7,2,0,1,0,0,0,0
1962,1,3,2,0,0,8,714,76,395,116,0,12,1,4,6,9,0,0,0,0,0,0,1
1956,1,1,2,0,0,9,794,73,573,0,29,14,1,4,8,10,0,0,0,0,0,0,0
1993,0,0,2,0,0,1,420,0,452,182,64,140,1,6,6,4,0,0,0,0,0,0,1
1987,0,1,0,1,0,2,1,2,7,4,3,11,1,0,1,2,3,0,0,0,0,0,0
1965,0,2,1,0,1,2,86,12,75,33,15,6,1,4,1,5,1,0,0,0,0,0,0
1982,0,2,1,0,0,1,823,25,459,124,29,95,1,6,6,7,1,0,0,1,0,0,1
1978,0,2,1,1,0,6,8,15,27,0,20,33,2,3,1,2,3,1,0,0,0,0,0
1946,1,0,1,0,0,6,182,17,259,77,70,29,1,6,2,10,1,0,0,0,0,0,0
1971,2,0,0,1,1,3,79,1,31,4,4,12,3,2,1,4,2,0,0,0,0,0,0
1968,0,1,1,1,1,5,368,24,68,38,0,88,6,8,2,6,3,0,0,0,0,0,0
1992,3,2,0,1,0,1,6,4,14,8,8,22,2,2,1,2,3,1,0,0,0,0,0
1974,0,3,1,1,1,3,160,15,196,15,11,50,8,6,1,7,3,0,0,0,0,0,0
1950,4,1,1,0,0,3,488,21,238,56,108,28,1,8,7,11,2,0,0,0,0,0,0
1977,4,3,1,0,1,1,691,7,69,0,7,23,4,2,2,7,3,0,1,0,0,0,0
1976,0,0,1,0,1,5,254,7,108,20,0,26,3,6,3,5,2,0,0,0,0,0,0
1973,0,2,1,1,0,9,5,4,10,2,2,7,1,1,0,3,3,0,0,0,0,0,0
1968,2,3,1,1,0,2,112,19,21,16,14,5,3,4,1,4,3,0,0,0,0,0,0
1958,0,2,1,0,1,0,134,11,59,15,2,30,1,3,2,5,0,0,0,0,0,0,0
1975,0,0,1,0,1,9,143,6,52,11,8,17,2,4,1,5,2,0,0,0,0,0,0
1960,4,1,1,1,1,8,51,4,24,4,7,1,2,2,0,4,2,0,0,0,0,0,0
1965,2,0,0,2,1,9,27,0,5,0,0,3,2,1,0,3,3,0,0,0,0,0,0
1960,1,3,1,0,1,9,459,0,24,6,0,4,6,4,5,7,2,0,1,0,0,0,0
1969,1,2,1,0,1,7,689,8,167,11,8,88,5,8,4,11,2,0,0,0,0,0,0
1960,0,0,1,0,1,0,283,10,38,0,13,27,4,7,2,4,3,0,0,0,0,0,0
1975,0,0,1,1,2,2,347,0,35,4,3,7,6,4,2,8,2,0,0,0,0,0,0
1985,0,2,0,1,0,0,5,13,14,0,5,31,2,2,1,2,2,1,0,0,0,0,1
1971,2,1,1,0,1,2,280,0,18,0,0,24,3,5,1,6,3,0,1,0,0,0,0
1970,2,1,1,0,1,3,187,5,65,26,20,14,2,4,2,6,2,0,0,0,0,0,0
1955,2,3,1,0,1,5,95,14,64,2,9,38,1,4,2,3,3,0,0,0,0,0,0
1956,4,1,1,1,1,7,84,10,34,11,10,28,4,3,1,4,2,0,0,0,0,0,0
1958,0,1,1,1,1,8,19,4,12,2,2,6,1,1,0,3,2,0,0,0,0,0,0
1964,4,0,1,1,1,4,5,1,9,2,0,4,1,1,0,2,3,0,0,0,0,0,0
1973,0,2,0,1,0,2,18,3,17,3,0,4,1,2,0,3,4,0,0,0,0,0,0
1948,0,2,2,0,0,0,992,24,694,51,19,119,0,5,10,5,0,1,0,1,0,0,0
1972,1,1,1,1,0,1,25,1,13,0,0,3,1,1,0,3,3,0,0,0,0,0,0
1976,4,1,0,1,1,1,9,1,7,0,3,2,2,1,0,3,3,0,0,0,0,0,0
1980,0,1,1,1,1,3,19,1,17,2,0,2,1,1,0,3,3,0,0,0,0,0,0
1979,0,1,2,0,0,5,709,93,374,104,80,80,1,8,6,6,1,0,0,0,0,0,0
1972,2,2,1,1,1,0,158,0,76,13,7,71,6,4,4,3,2,0,0,0,0,0,0
1973,0,1,0,1,0,5,10,14,29,4,2,36,3,2,1,4,1,0,0,0,0,0,0
1972,1,1,1,1,0,1,25,1,13,0,0,3,1,1,0,3,3,0,0,0,0,0,0
1975,4,0,1,1,1,3,8,4,12,15,4,29,2,1,1,2,1,0,0,0,0,0,0
1972,1,2,0,1,0,2,14,0,6,0,0,0,2,2,0,3,2,0,0,0,0,0,0
1956,2,2,1,0,2,0,622,7,115,30,0,15,2,6,3,12,2,0,0,0,0,0,0
1974,0,3,1,1,1,8,11,0,3,0,0,1,1,1,0,2,2,0,0,0,0,0,0
1972,0,3,0,1,0,6,25,3,16,8,5,2,2,2,1,3,2,0,0,0,0,0,0
1968,2,3,1,0,1,6,635,15,100,20,7,131,1,9,3,9,2,0,0,0,0,0,0
1969,1,2,1,1,1,1,100,64,79,65,0,109,2,6,2,4,3,0,0,0,0,0,0
1961,0,2,1,1,1,9,201,2,43,3,5,35,4,5,1,5,2,0,0,0,0,0,0
1972,0,2,1,0,1,5,642,14,49,0,7,57,1,9,2,9,2,0,0,0,0,0,0
1953,0,2,1,0,1,0,97,1,41,6,2,41,2,4,1,3,3,0,0,0,0,0,0
1957,0,0,1,0,1,5,204,5,39,17,0,89,3,5,2,4,3,0,0,0,0,0,1
1970,2,2,1,1,0,3,513,7,133,46,14,14,6,8,4,8,3,0,0,0,0,0,0
1967,1,2,1,1,1,4,88,3,21,4,1,29,4,3,0,4,4,0,0,0,0,0,0
1951,2,1,1,0,1,7,172,12,112,8,0,15,4,6,1,5,3,0,0,0,0,0,0
1953,2,2,1,0,1,4,329,35,222,130,35,43,2,7,5,8,1,0,0,0,0,0,0
1950,0,2,1,0,1,4,296,13,104,11,13,17,3,4,2,9,1,0,0,0,0,0,0
1953,1,3,1,1,1,4,100,2,16,2,1,31,4,3,2,2,4,0,0,0,0,0,1
1977,1,2,2,0,1,1,422,7,238,69,46,15,1,7,2,12,1,0,0,0,0,0,0
1972,0,2,2,1,0,4,1218,16,272,104,0,80,2,5,3,6,2,0,1,1,1,0,1
1969,2,2,1,1,1,8,5,1,7,2,1,4,1,1,0,2,3,0,0,0,0,0,0
1990,0,0,0,1,0,6,52,12,50,4,36,55,3,5,0,3,4,0,0,0,0,0,0
1979,0,0,1,1,0,8,191,56,139,51,8,100,4,4,3,8,1,0,0,0,0,0,0
1966,3,1,0,0,0,4,2,23,11,8,6,46,1,2,1,2,3,0,0,0,0,0,0
1948,0,1,1,0,0,4,68,28,39,16,30,41,1,2,2,5,0,0,0,0,0,0,0
1972,0,2,0,2,1,3,20,4,10,6,4,17,2,2,0,3,2,0,0,0,0,0,0
1973,0,2,0,1,1,0,20,3,16,0,4,1,3,2,0,4,2,0,0,0,0,0,0
1972,1,1,0,2,1,0,7,0,1,0,0,0,1,1,0,2,2,0,0,0,0,0,0
1966,0,0,1,0,1,4,977,12,253,16,12,101,4,4,3,12,3,0,1,0,0,0,0
1969,1,1,1,0,1,8,30,1,8,0,0,3,1,1,0,3,3,0,0,0,0,0,0
1959,0,2,0,0,0,7,6,1,7,23,4,19,1,1,1,2,3,0,0,0,0,0,0
1970,0,2,0,1,0,2,3,18,26,11,8,12,3,2,0,4,3,0,0,0,0,0,0
1974,1,2,0,1,0,4,14,0,2,0,0,7,1,1,0,2,3,0,0,0,0,0,0
1972,1,2,1,1,0,6,10,1,7,0,0,1,1,1,0,2,3,0,0,0,0,0,0
1958,4,0,1,1,1,6,7,10,17,8,6,13,2,2,0,3,3,0,0,0,0,0,0
1972,0,0,0,0,0,7,33,87,64,175,16,74,1,6,1,6,3,0,0,0,0,0,0
1983,2,2,0,1,0,6,12,0,13,2,0,10,1,1,0,3,3,0,0,0,0,0,0
1973,4,3,0,1,0,5,2,3,10,11,2,10,1,1,0,3,2,0,0,0,0,0,0
1973,0,0,0,1,1,7,9,3,15,2,3,2,2,2,0,3,2,0,0,0,0,0,0
1967,0,3,2,1,1,1,129,26,67,3,67,2,5,6,1,5,3,0,0,0,0,0,0
1979,4,2,0,1,1,7,16,2,11,3,0,16,2,1,1,2,3,1,0,0,0,0,0
1961,0,2,1,1,1,9,201,2,43,3,5,35,4,5,1,5,2,0,0,0,0,0,0
1986,4,1,0,0,0,1,5,4,5,4,2,10,1,0,1,2,3,0,0,0,0,0,0
1964,0,2,1,0,0,9,14,36,11,3,26,35,1,1,1,4,0,0,0,0,0,0,0
1983,0,2,1,1,0,3,29,12,59,19,1,36,2,3,0,4,3,0,0,0,0,0,0
1952,0,1,0,1,1,6,26,2,19,10,5,8,3,2,1,3,3,0,0,0,0,0,0
1949,2,2,1,1,1,1,9,1,4,3,2,3,1,1,0,2,2,0,0,0,0,0,0
1979,0,1,0,1,0,7,14,0,23,4,5,19,3,3,0,3,4,0,0,0,0,0,1
1948,2,4,2,0,0,3,972,19,595,180,26,138,3,3,7,10,1,0,0,0,1,0,1
1958,0,2,1,0,0,8,99,27,102,28,48,6,1,2,2,8,0,0,0,0,0,0,0
1957,0,2,1,0,1,9,714,8,99,11,0,47,4,10,7,5,3,1,0,0,0,0,0
1982,1,1,2,0,0,5,587,54,348,71,54,130,1,4,4,8,0,0,0,0,0,0,0
1973,4,1,2,0,1,4,399,27,159,58,8,39,4,4,4,5,0,0,0,0,0,0,0
1972,0,1,1,1,0,4,56,10,92,19,7,25,3,3,2,4,2,0,0,0,0,0,0
1953,0,0,2,0,0,4,703,102,601,0,58,43,1,3,11,8,0,0,0,0,0,0,1
1967,1,0,1,1,0,8,37,0,17,0,0,3,1,2,0,3,3,0,0,0,0,0,0
1965,1,1,0,0,0,3,167,13,180,86,13,70,2,7,3,5,3,0,0,0,0,0,0
1969,0,1,1,0,0,0,458,81,356,106,50,40,1,4,4,7,0,0,0,0,0,0,0
1971,0,3,1,0,1,8,91,3,52,2,1,31,3,4,0,4,3,0,0,0,0,0,1
1972,0,1,0,1,1,4,15,8,16,11,5,22,4,2,0,4,2,0,0,0,0,0,0
1970,0,0,2,0,0,1,1302,68,731,89,114,45,0,6,7,12,0,0,1,1,1,0,1
1974,1,2,1,0,0,6,153,64,123,116,64,14,2,5,2,9,2,0,0,0,0,0,1
1950,2,4,1,0,1,0,508,5,21,7,5,10,4,7,3,7,2,0,1,0,0,0,0
1959,0,1,1,0,1,2,290,59,177,77,5,29,7,4,6,8,1,0,0,0,0,0,0
1955,1,1,1,1,1,2,38,0,2,0,0,6,1,1,0,3,3,1,0,0,0,1,0
1978,0,1,0,1,0,4,2,13,6,7,5,11,3,3,0,3,3,0,0,0,0,0,0
1986,2,2,0,1,0,1,30,0,10,2,0,5,1,1,0,3,3,0,0,0,0,0,0
1963,2,3,1,0,1,2,386,23,95,54,41,196,4,2,11,5,0,0,0,0,0,0,0
1953,0,2,1,0,1,4,443,10,75,0,10,48,4,8,1,8,3,0,0,0,0,0,0
1952,0,1,2,0,0,5,901,31,345,75,31,191,1,4,4,11,0,0,0,1,0,0,0
1950,1,2,1,1,1,2,9,0,3,0,0,1,1,0,0,3,1,0,0,0,0,0,0
1970,0,1,1,0,1,2,846,84,352,91,56,42,4,9,4,8,2,0,0,0,0,0,0
1970,4,2,0,1,1,8,8,3,9,19,4,22,3,1,1,3,2,0,0,0,0,0,0
1977,0,2,0,1,0,6,72,7,58,13,1,24,4,4,1,3,3,0,0,0,0,0,0
1966,0,0,0,0,1,6,29,0,5,0,1,5,1,1,0,3,2,0,0,0,0,0,0
1969,1,2,2,0,2,9,169,24,553,188,0,144,1,8,5,4,3,0,1,1,0,0,1
1958,0,2,1,0,1,0,460,35,422,33,12,153,2,6,6,7,1,0,0,0,0,0,0
1954,0,1,1,0,1,2,69,8,26,12,7,12,2,3,0,4,3,0,0,0,0,0,0
1970,1,2,1,0,1,2,73,0,13,0,1,0,1,2,1,3,1,0,0,0,0,0,0
1987,2,0,1,0,0,6,112,1,54,7,7,36,1,3,2,4,1,0,0,0,0,0,0
1961,1,2,1,0,1,7,944,0,60,0,0,30,2,7,5,13,2,1,0,0,0,0,0
1960,0,1,1,0,1,8,526,28,135,10,21,99,3,5,3,12,2,0,0,0,0,0,0
1981,4,1,0,1,0,3,2,3,12,3,5,7,1,1,0,3,3,0,0,0,0,0,0
1980,0,2,0,1,0,4,2,4,9,10,5,16,2,1,0,3,3,0,0,0,0,0,0
1976,2,0,2,0,1,8,553,25,142,65,67,8,3,6,3,13,1,0,0,0,0,0,0
1970,2,1,2,0,0,9,751,127,687,20,15,31,1,4,6,4,0,0,0,0,0,0,0
1946,1,1,1,2,1,5,406,0,30,0,0,8,7,8,2,5,3,0,0,0,1,0,0
1955,0,2,2,0,1,8,1449,89,161,69,35,107,2,11,8,8,2,0,0,1,0,0,0
1972,2,1,1,1,0,6,123,17,171,39,0,30,5,6,2,5,2,0,0,0,0,0,0
1950,1,3,1,1,1,1,209,0,40,3,2,15,4,6,1,4,3,0,0,0,0,0,0
1978,0,1,1,1,0,4,344,35,178,15,23,17,7,7,2,9,2,0,0,0,0,0,0
1990,0,2,0,1,0,8,22,3,30,0,5,15,2,2,0,4,2,0,0,0,0,0,0
1977,0,3,0,1,0,3,38,0,12,3,1,1,1,2,0,3,3,0,0,0,0,0,0
1969,1,1,1,0,1,3,896,10,101,13,10,34,6,4,2,9,4,1,0,0,0,0,1
1959,0,1,2,0,1,1,931,56,253,91,98,14,4,9,5,7,2,0,0,0,0,0,0
1988,0,2,1,0,0,4,758,12,385,33,89,89,1,9,7,13,1,0,0,0,0,0,0
1975,2,1,1,1,1,6,216,9,57,20,9,125,7,4,3,5,2,0,0,0,0,0,0
1973,4,3,0,1,0,5,2,3,10,11,2,10,1,1,0,3,2,0,0,0,0,0,0
1977,0,2,1,1,0,5,244,15,108,4,15,50,6,7,1,6,3,0,0,0,0,0,1
1955,1,0,1,0,0,3,1181,26,120,17,13,39,2,5,10,5,3,1,0,0,0,0,1
1974,2,2,1,0,0,6,750,8,125,11,8,26,1,4,3,6,0,0,0,1,0,0,0
1972,2,2,1,1,1,4,306,5,109,21,109,92,9,5,2,10,2,0,0,0,0,0,0
1958,0,1,1,0,1,2,620,16,165,0,24,82,5,5,5,12,2,0,0,0,0,0,0
1975,2,0,1,1,1,8,57,0,27,0,0,36,4,3,2,2,3,0,0,0,0,0,0
1977,4,1,0,0,0,1,2,12,10,6,13,30,1,3,1,2,3,0,0,0,0,0,1
1980,0,0,1,1,0,7,60,51,87,6,20,51,2,4,2,4,2,0,0,0,0,0,0
1962,0,2,1,0,1,8,675,0,85,10,7,77,5,10,3,8,3,0,0,0,0,0,0
1978,0,2,0,1,0,0,30,8,12,8,8,12,1,2,0,4,2,0,0,0,0,0,0
1972,2,2,1,1,0,5,40,1,40,4,3,18,1,3,0,3,3,0,0,0,0,0,0
1970,0,0,0,1,0,0,3,17,26,20,1,39,2,2,0,3,4,0,0,0,0,0,1
1983,1,0,2,0,0,7,910,111,724,49,74,55,1,10,2,6,1,0,0,0,0,0,1
1976,0,0,1,1,0,8,34,6,21,11,4,8,1,2,1,3,2,0,0,0,0,0,0
1973,1,2,1,1,0,1,19,3,19,3,1,3,2,2,0,3,3,0,0,0,0,0,0
1958,0,1,0,1,1,7,53,8,17,13,0,21,3,2,2,2,3,0,0,0,0,0,0
1960,0,1,0,0,1,6,7,11,3,10,4,20,2,1,1,3,2,0,0,0,0,0,0
1975,4,2,1,0,1,3,1171,43,219,19,14,47,4,6,3,13,4,1,0,0,0,0,0
1958,4,1,1,1,1,6,215,7,33,3,0,13,6,5,1,5,3,0,1,0,0,0,0
1975,1,2,2,0,1,4,674,62,134,0,26,8,4,7,3,13,2,0,0,0,0,0,0
1975,2,0,1,1,1,8,57,0,27,0,0,36,4,3,2,2,3,0,0,0,0,0,1
1988,4,2,0,1,0,9,5,36,7,0,10,45,2,3,0,3,3,0,0,0,0,0,0
1988,4,0,0,1,0,9,104,20,101,24,15,5,6,5,1,5,4,0,0,0,0,0,0
1989,0,0,0,1,0,9,9,0,7,2,0,4,1,1,1,2,3,0,0,0,0,0,0
1959,1,4,1,0,0,0,431,82,441,80,20,102,1,3,6,6,0,0,0,0,0,0,1
1971,1,2,2,0,1,5,1000,0,76,0,0,10,3,3,4,9,3,0,1,0,0,0,0
1967,2,0,1,1,0,0,448,40,469,80,0,91,3,11,2,12,3,0,0,0,0,0,0
1989,0,1,0,1,0,0,33,4,24,4,2,5,2,3,0,4,3,0,0,0,0,0,0
1961,2,1,2,1,1,4,505,72,270,36,27,54,4,9,2,12,2,0,0,0,0,0,0
1953,1,0,1,1,2,8,14,0,3,0,0,1,1,0,0,3,2,0,0,0,0,0,0
1964,0,3,1,0,1,9,631,0,115,10,7,30,3,9,2,10,3,0,0,0,0,0,0
1986,2,1,1,1,0,4,65,4,16,0,4,11,1,3,0,3,3,0,0,0,0,0,0
1987,4,2,0,0,0,0,10,12,12,25,1,20,1,2,0,3,2,0,0,0,0,0,0
1963,0,0,0,0,0,5,51,4,50,12,1,49,1,4,0,3,3,0,0,0,0,0,1
1957,0,4,1,0,1,7,293,35,179,46,59,65,2,8,3,7,3,0,0,0,0,0,0
1975,4,2,1,1,1,4,11,1,2,2,1,6,1,0,0,3,2,0,0,0,0,0,0
1951,2,3,1,0,1,6,50,1,27,6,7,1,1,1,1,4,0,0,0,0,0,0,0
1965,4,2,2,0,0,3,173,26,255,35,71,81,1,4,4,7,0,0,0,0,0,0,0
1974,0,2,1,0,1,6,757,80,217,29,80,11,5,9,6,12,2,0,0,0,0,0,0
1967,2,2,1,1,1,8,12,1,6,0,1,5,2,1,0,3,3,0,0,0,0,0,0
1962,2,1,1,1,1,8,167,2,44,6,2,19,7,4,2,4,3,1,0,0,0,0,1
1976,0,3,0,1,0,7,3,1,3,8,0,5,1,1,0,2,3,0,0,0,0,0,0
1961,0,3,0,2,1,5,30,5,22,8,9,28,4,2,1,4,2,0,0,0,0,0,0
1976,1,3,2,0,1,1,532,88,168,69,44,133,3,7,3,13,2,0,0,0,0,0,0
1983,0,2,1,1,0,3,29,12,59,19,1,36,2,3,0,4,3,0,0,0,0,0,0
1976,2,2,1,0,2,6,411,0,26,0,0,21,6,7,1,7,3,0,0,0,0,0,0
1988,0,2,0,1,0,1,5,3,4,4,1,0,1,1,0,2,3,0,0,0,0,0,0
1954,0,3,2,0,1,1,71,99,278,185,121,38,1,5,10,5,0,0,0,0,0,0,0
1985,0,2,1,1,0,3,46,0,40,3,0,3,2,3,0,3,3,0,0,0,0,0,0
1952,0,0,1,0,1,0,268,11,88,15,3,22,2,6,3,5,2,0,0,0,0,0,0
1964,2,0,1,0,1,9,928,63,254,0,12,12,4,5,4,10,1,0,1,0,0,0,0
1954,0,1,2,0,1,1,459,15,171,142,23,31,2,5,4,12,0,0,0,0,0,0,0
1950,1,2,1,1,1,5,483,0,108,0,6,36,5,11,1,6,4,0,0,0,0,0,1
1946,1,0,2,0,0,2,1006,22,115,59,68,45,1,7,6,12,1,0,0,1,1,0,1
1954,0,2,1,1,1,9,34,1,14,0,0,5,3,2,0,3,3,0,0,0,0,0,0
1986,2,2,0,1,0,4,7,4,23,7,0,11,1,1,0,3,3,0,0,0,0,0,0
1977,0,2,1,1,0,5,244,15,108,4,15,50,6,7,1,6,3,0,0,0,0,0,1
1960,1,1,1,0,1,1,233,0,23,0,0,12,4,5,1,5,3,0,0,0,0,0,0
1982,0,1,1,2,0,0,35,3,67,10,8,24,1,3,1,3,2,0,0,0,0,0,1
1947,1,1,2,0,0,8,1252,0,465,46,35,0,1,4,5,8,0,0,1,1,0,0,0
1992,0,2,0,0,0,7,34,4,66,3,10,20,1,2,1,4,3,0,0,0,0,0,0
1976,2,0,1,0,1,8,255,43,134,37,14,24,1,7,2,7,3,0,0,0,0,0,0
1956,0,1,0,2,1,3,8,1,5,0,0,1,1,1,0,2,2,0,0,0,0,0,0
1947,2,1,2,0,0,5,368,32,639,13,43,10,1,4,7,5,0,0,0,0,0,0,0
1950,0,3,2,0,0,7,255,47,573,52,32,15,1,5,3,6,0,0,0,0,0,0,0
1966,2,1,1,0,1,8,33,8,10,2,10,3,2,2,1,3,1,0,0,0,0,0,0
1987,0,3,2,0,0,1,163,23,424,27,65,76,1,3,10,13,0,0,0,0,0,0,1
1973,1,3,0,1,1,3,15,0,8,4,2,20,2,1,1,2,2,1,0,0,0,0,1
1952,2,1,1,1,1,5,45,12,52,25,22,13,4,3,1,4,3,0,0,0,0,0,1
1965,0,2,1,0,0,3,48,58,68,16,66,43,1,3,2,6,0,0,0,0,0,0,0
1980,0,2,0,1,0,1,158,6,45,8,2,2,7,3,2,5,3,0,0,0,0,0,0
1962,1,1,0,0,1,2,108,1,28,13,1,4,2,3,1,4,3,0,0,0,0,0,0
1988,3,1,0,1,0,4,2,7,5,2,15,27,1,2,0,2,4,1,0,0,0,0,0
1965,2,1,1,0,1,7,202,5,74,11,5,14,3,6,1,5,3,0,0,0,0,0,0
1967,1,0,1,0,1,5,85,0,3,0,0,7,1,2,0,4,1,0,0,0,0,0,0
1973,1,0,1,0,1,0,322,3,50,4,3,42,5,7,1,6,3,0,0,0,0,0,1
1960,2,1,0,1,1,9,18,2,19,0,2,6,5,3,0,4,3,0,0,0,0,0,0
1984,0,0,0,1,0,6,141,8,129,3,11,47,3,7,1,4,4,1,0,0,0,0,0
1971,0,2,2,1,0,0,739,107,309,140,80,35,1,2,5,13,2,0,0,0,0,0,0
1975,1,2,1,1,0,4,18,0,6,3,3,5,1,1,1,3,0,0,0,0,0,0,0
1965,2,2,1,0,1,6,378,0,88,19,4,73,4,8,5,3,3,0,0,0,0,0,0
1955,2,3,2,0,0,6,1016,12,215,16,12,63,1,4,5,10,1,0,1,0,0,0,0
1960,0,1,1,1,1,5,23,1,6,0,0,2,2,1,0,3,1,0,0,0,0,0,0
